,mean,std,mean+2std,mean-2std
chr2:11546576-11546999,0.06443924329172324,0.01741334549641742,0.09926593428455807,0.029612552298888394
chr2:168887429-168887430,0.09176164174815617,0.03556329318614114,0.16288822812043846,0.020635055375873887
chr2:720516-720976,0.04681829029893529,0.018361316218511527,0.08354092273595834,0.010095657861912237
chr2:130585005-130585006,0.057806896766997656,0.022493792950345756,0.10279448266768917,0.012819310866306145
chr2:164999854-165000238,0.04500900691310076,0.01808466781655234,0.08117834254620543,0.008839671279996082
chr2:237973058-237973086,0.0659831978569358,0.025251697371813757,0.11648659260056331,0.01547980311330828
chr2:43361267-43361268,0.8927675950319514,0.020151313269857366,0.9330702215716661,0.8524649684922366
chr2:460967-461271,0.9078301494403657,0.015082755485689645,0.937995660411745,0.8776646384689863
chr2:28844643-28844644,0.8886339071974784,0.021272103751795383,0.9311781147010691,0.8460896996938876
chr2:131715695-131715696,0.8888332417535404,0.021203293648522494,0.9312398290505853,0.8464266544564955
chr2:74814881-74814882,0.8875559264847755,0.024507099692448218,0.936570125869672,0.8385417270998791
chr2:120989893-120990323,0.9021105830589506,0.01662246210310017,0.9353555072651509,0.8688656588527504
chr2:68954175-68954176,0.9057366958825177,0.019504899118058777,0.9447464941186352,0.8667268976464002
chr2:97579799-97579800,0.8935480881207737,0.02174078738804057,0.9370296628968549,0.8500665133446925
chr2:230132000-230132001,0.9055859130512116,0.01763250953849877,0.9408509321282091,0.8703208939742141
chr2:109830195-109830833,0.8859387771168455,0.018900380249722133,0.9237395376162898,0.8481380166174013
chr2:2226943-2226944,0.9041089545260517,0.02605990896570956,0.9562287724574707,0.8519891365946326
chr2:161934236-161934237,0.8915715809592383,0.02017514462794282,0.931921870215124,0.8512212917033526
chr2:75076967-75076968,0.9153407379541847,0.018209940497283243,0.9517606189487512,0.8789208569596182
chr2:97439827-97440191,0.9374402926643931,0.013282215611606914,0.9640047238876069,0.9108758614411793
chr2:171364407-171364408,0.8841929668267712,0.0319233258021665,0.9480396184311042,0.8203463152224382
chr2:69875470-69875471,0.887731872169843,0.027259788345251865,0.9422514488603467,0.8332122954793392
chr2:208390216-208390217,0.9041901737901535,0.018235901748076693,0.940661977286307,0.8677183702940001
chr2:202118126-202118127,0.9165947899845532,0.018986057629745094,0.9545669052440434,0.8786226747250631
chr2:8618154-8618155,0.8992918212336086,0.018918953615896236,0.9371297284654011,0.8614539140018161
chr2:135428158-135428159,0.916068589490406,0.017976526009260724,0.9520216415089275,0.8801155374718845
chr2:45405210-45405217,0.9124848457125221,0.016029740387347394,0.9445443264872169,0.8804253649378273
chr2:204582969-204582970,0.9045363130222044,0.01793661517368822,0.9404095433695808,0.868663082674828
chr2:216267014-216267015,0.8957404896379202,0.024192950391593804,0.9441263904211078,0.8473545888547326
chr2:158261028-158261029,0.9086541145012551,0.02004704711416683,0.9487482087295888,0.8685600202729215
chr2:31393151-31393152,0.8825142353403147,0.02205857492363,0.9266313851875747,0.8383970854930547
chr2:12185086-12185087,0.8850385439495698,0.01973413074536844,0.9245068054403067,0.8455702824588329
chr2:113450279-113450280,0.9134270588135266,0.01744803125758861,0.9483231213287038,0.8785309962983494
chr2:234240596-234240597,0.8943932724425134,0.02062521756966252,0.9356437075818385,0.8531428373031884
chr2:97626315-97626316,0.9045002377047913,0.022279854917807002,0.9490599475404052,0.8599405278691773
chr2:177508658-177508659,0.8963897577453692,0.019635620563530062,0.9356609988724294,0.8571185166183091
chr2:176440467-176440468,0.9055759488233486,0.020657851557436185,0.9468916519382209,0.8642602457084763
chr2:7199575-7199576,0.9338061010150307,0.017593467190848387,0.9689930353967274,0.898619166633334
chr2:45490451-45490452,0.9052253739886532,0.020951865392182235,0.9471291047730177,0.8633216432042887
chr2:69810089-69810090,0.8997719096710445,0.021253969373686038,0.9422798484184165,0.8572639709236725
chr2:236236591-236236592,0.9237191023152761,0.015590440471201117,0.9548999832576783,0.8925382213728739
chr2:60115317-60115318,0.9080154239348381,0.017765308218456462,0.943546040371751,0.8724848074979252
chr2:66150145-66150146,0.9106414693133248,0.01865505395957833,0.9479515772324815,0.8733313613941681
chr2:48676137-48676138,0.9150837719288318,0.01764786368119463,0.9503794992912211,0.8797880445664426
chr2:122476498-122476499,0.9217397180648599,0.01907188501051774,0.9598834880858954,0.8835959480438244
chr2:220374214-220374215,0.9503175138458569,0.052275681741084795,1.0548688773280266,0.8457661503636873
chr2:86080495-86080496,0.9207522225102788,0.016132818216115577,0.9530178589425099,0.8884865860780476
chr2:106415145-106415146,0.9180450810583758,0.01568568977596763,0.949416460610311,0.8866737015064405
chr2:235355148-235355149,0.9102196680529657,0.01906323650268079,0.9483461410583273,0.8720931950476042
chr2:161508799-161508800,0.9095343264173636,0.01880864514016082,0.9471516166976853,0.871917036137042
chr2:238807629-238807630,0.9170359355385483,0.02022755254413084,0.95749104062681,0.8765808304502867
chr2:12647691-12647692,0.9327253201784095,0.01574328833205677,0.9642118968425231,0.9012387435142959
chr2:127839539-127839540,0.9604409701213577,0.012573186977375892,0.9855873440761095,0.9352945961666058
chr2:25496390-25496391,0.932973358275822,0.023376069617999866,0.9797254975118217,0.8862212190398222
chr2:37617601-37617602,0.9663959862111728,0.011502937003928765,0.9894018602190304,0.9433901122033153
chr3:126261298-126261299,0.04261832565875383,0.03896895421029213,0.12055623407933809,-0.035319582761830434
chr3:196070037-196070038,0.04721259298785664,0.01622665954083769,0.07966591206953202,0.014759273906181258
chr3:194303263-194303506,0.05316824276624258,0.01918010724697601,0.0915284572601946,0.014808028272290559
chr3:61728795-61728796,0.0289882816156701,0.021492618724093308,0.07197351906385671,-0.013996955832516516
chr3:189526150-189526244,0.025660575341528737,0.021723402307049118,0.06910737995562698,-0.0177862292725695
chr3:153858137-153858138,0.05077167151545259,0.019441011988076125,0.08965369549160485,0.011889647539300337
chr3:122137615-122137616,0.05794654627311106,0.01843130559334835,0.09480915745980777,0.02108393508641436
chr3:56443233-56443234,0.04362136226930828,0.013218767452370966,0.07005889717405021,0.017183827364566348
chr3:67069527-67069528,0.05138462120730275,0.022090459800124706,0.09556554080755217,0.007203701607053338
chr3:155203243-155203418,0.07022573769901778,0.02288532749135469,0.11599639268172716,0.024455082716308404
chr3:114649328-114649329,0.05303403893024747,0.016150622347766687,0.08533528362578084,0.020732794234714094
chr3:98244170-98244171,0.07429004509117872,0.05409480659765788,0.18247965828649448,-0.03389956810413704
chr3:186590028-186590029,0.09249046372686184,0.03914095966999311,0.17077238306684805,0.014208544386875618
chr3:196661389-196661390,0.07474981267008171,0.029263576972356205,0.13327696661479413,0.0162226587253693
chr3:107552866-107552874,0.047890883832223695,0.02949998241363443,0.10689084865949255,-0.011109080995045165
chr3:113957903-113958127,0.04935506789515702,0.01845614970685816,0.08626736730887334,0.0124427684814407
chr3:138647715-138648285,0.05050712381007842,0.016420948336466137,0.0833490204830107,0.017665227137146147
chr3:28888934-28889137,0.07230003472781257,0.018398373075411447,0.10909678087863547,0.03550328857698968
chr3:130637984-130637985,0.05980956856252428,0.028158519538149802,0.11612660763882388,0.003492529486224673
chr3:130368058-130368396,0.047063425218429975,0.017032639488901682,0.08112870419623333,0.012998146240626611
chr3:53383123-53383124,0.05235152121536493,0.017259166497100045,0.08686985420956503,0.017833188221164843
chr3:172728015-172728016,0.05920562877938402,0.018493118069709533,0.09619186491880308,0.022219392639964954
chr3:113342400-113342401,0.04518308726721184,0.02283126754448186,0.09084562235617556,-0.0004794478217518827
chr3:20049601-20049639,0.05447962708864474,0.02928892149437859,0.11305747007740191,-0.004098215900112438
chr3:27506277-27506357,0.06693741355516131,0.0144904797588726,0.09591837307290652,0.037956454037416106
chr3:182480733-182480734,0.07171057844584025,0.01826869236630529,0.10824796317845084,0.03517319371322967
chr3:170371843-170372074,0.04568633003422505,0.017995246764688257,0.08167682356360156,0.009695836504848537
chr3:66052983-66052984,0.0536745323481528,0.015482765869729607,0.08464006408761202,0.02270900060869359
chr3:114869111-114869112,0.09700900060777852,0.04122361831252131,0.17945623723282114,0.014561763982735898
chr3:145051937-145051938,0.06409927933615377,0.02805475862810625,0.12020879659236627,0.007989762079941266
chr3:94226336-94226490,0.05864656920291587,0.02009134127152522,0.09882925174596631,0.018463886659865425
chr3:77366495-77366554,0.06320789949355353,0.02053838755170618,0.10428467459696589,0.02213112439014117
chr3:143367220-143367221,0.06297236569671329,0.02237321630636681,0.10771879830944692,0.018225933083979663
chr3:14607952-14607953,0.9132741903222473,0.022955925294486947,0.9591860409112212,0.8673623397332735
chr3:8399147-8399148,0.8989775228107426,0.01856329072746144,0.9361041042656655,0.8618509413558197
chr3:18767508-18767509,0.9230502388420081,0.019802731183130664,0.9626557012082694,0.8834447764757468
chr3:193506005-193506006,0.904054361266078,0.019144152528020635,0.9423426663221193,0.8657660562100367
chr3:155212183-155212184,0.9206242071777676,0.015665187328349643,0.9519545818344669,0.8892938325210683
chr3:108976341-108976353,0.9214873833954915,0.02177028759050302,0.9650279585764976,0.8779468082144855
chr3:54888047-54888048,0.8836455613433557,0.02234245335237738,0.9283304680481105,0.8389606546386009
chr3:36953952-36953953,0.8805451232498316,0.021430448163907146,0.9234060195776459,0.8376842269220173
chr3:124554058-124554059,0.9121231301786153,0.019322017008379013,0.9507671641953733,0.8734790961618574
chr3:50628064-50628065,0.9057379666508589,0.02049799684794803,0.9467339603467549,0.8647419729549629
chr3:126630478-126630479,0.8896028946465492,0.022233560995488923,0.934070016637527,0.8451357726555714
chr3:10270544-10270545,0.9147049882599698,0.018108224393374107,0.950921437046718,0.8784885394732216
chr3:63964946-63964947,0.9148020688572697,0.016637767882230068,0.9480776046217299,0.8815265330928095
chr3:124597685-124597686,0.8970969260380487,0.022010964977640574,0.9411188559933299,0.8530749960827675
chr3:134013359-134013360,0.8915845735128101,0.01994579044536066,0.9314761544035314,0.8516929926220888
chr3:69107805-69107806,0.9166300541298218,0.016373486816724955,0.9493770277632717,0.8838830804963719
chr3:20096346-20096347,0.8778290551354289,0.021669468742280578,0.92116799261999,0.8344901176508677
chr3:169907119-169907120,0.8906970102543306,0.022073232654666364,0.9348434755636633,0.8465505449449978
chr3:16523047-16523048,0.8914338961198874,0.02063072420629653,0.9326953445324805,0.8501724477072944
chr3:141217920-141217921,0.8911774874950783,0.02179745695101958,0.9347724013971175,0.8475825735930391
chr3:134945028-134945029,0.89880679548347,0.021002089368247313,0.9408109742199646,0.8568026167469753
chr3:48545308-48545309,0.8957609340027252,0.02031182494876938,0.9363845839002639,0.8551372841051864
chr3:187637018-187637019,0.9068189709094598,0.018713991883920204,0.9442469546773002,0.8693909871416194
chr3:66327293-66327294,0.9162448364236093,0.01641734433566415,0.9490795250949376,0.883410147752281
chr3:30706645-30706646,0.9154715988755326,0.016832584219950653,0.949136767315434,0.8818064304356313
chr3:56921642-56921643,0.8959723288849435,0.021271066967168184,0.9385144628192799,0.8534301949506071
chr3:10645201-10645202,0.9098455592997281,0.018554594746825047,0.9469547487933782,0.872736369806078
chr3:186670877-186670878,0.8971711274339148,0.019451847384293595,0.936074822202502,0.8582674326653276
chr3:188157078-188157079,0.925245362313345,0.015406491747368292,0.9560583458080816,0.8944323788186084
chr3:4560682-4560726,0.9180385417503539,0.014901954695512094,0.9478424511413781,0.8882346323593298
chr3:43431426-43431427,0.9121350288895599,0.01928068228067164,0.9506963934509032,0.8735736643282166
chr3:13455702-13455703,0.9481048726545681,0.016487011247226756,0.9810788951490216,0.9151308501601146
chr3:150994576-150994577,0.9206878602970302,0.017003867667538627,0.9546955956321075,0.8866801249619529
chr4:154727550-154727551,0.03739552587609118,0.022002541669004814,0.0814006092141008,-0.00660955746191845
chr4:188924717-188924753,0.017041792325569065,0.009252017746838283,0.03554582781924563,-0.001462243168107502
chr4:185975059-185975123,0.046566062431192205,0.016086053271726602,0.07873816897464542,0.014393955887739
chr4:178392387-178392388,0.05832598797373117,0.041210920646534026,0.1407478292667992,-0.024095853319336884
chr4:124273068-124273089,0.05448003367890995,0.019464314519508183,0.09340866271792632,0.015551404639893587
chr4:155056878-155056946,0.08115998897709881,0.024727214280005006,0.1306144175371088,0.031705560417088795
chr4:167119662-167119663,0.08224327522403795,0.0288535445083795,0.13995036424079693,0.024536186207278946
chr4:182287027-182287232,0.048383601319615416,0.01981282236552402,0.08800924605066346,0.008757956588567373
chr4:82157420-82157421,0.043079800594384356,0.04366705419398981,0.13041390898236396,-0.04425430779359526
chr4:4643278-4643279,0.030435324209907112,0.01638333918243897,0.06320200257478506,-0.0023313541549708286
chr4:6786955-6786956,0.06972901438335993,0.018877955937504545,0.10748492625836903,0.031973102508350844
chr4:151970237-151970238,0.07194689596431278,0.018763923152387507,0.1094747422690878,0.034419049659537765
chr4:189717802-189718345,0.026586236374651805,0.014872157441158081,0.05633055125696797,-0.0031580785076643567
chr4:97091657-97091658,0.06720647905330449,0.025895574330868244,0.11899762771504097,0.015415330391567998
chr4:38825411-38825665,0.061946658160346606,0.03305658532044944,0.12805982880124547,-0.004166512480552269
chr4:106335477-106335478,0.10651100863262844,0.03833880797057188,0.18318862457377222,0.029833392691484675
chr4:57922113-57922114,0.06264063106157358,0.02784795754444245,0.11833654615045848,0.006944715972688684
chr4:3810964-3811046,0.056963598144663806,0.025817259760416034,0.10859811766549587,0.005329078623831737
chr4:160173024-160173062,0.0603754412691247,0.02547694034368315,0.111329321956491,0.009421560581758394
chr4:188034964-188034965,0.0452321037359281,0.03794084648196864,0.12111379669986538,-0.03064958922800918
chr4:189191506-189191705,0.052418530254347916,0.023919711955969026,0.10025795416628597,0.004579106342409864
chr4:88431906-88432026,0.05345686870735404,0.02961390034875095,0.11268466940485594,-0.0057709319901478595
chr4:13448206-13448207,0.08835827194458151,0.02749116987190306,0.14334061168838763,0.03337593220077539
chr4:174294384-174294385,0.04783053102565606,0.016537259046209066,0.0809050491180742,0.01475601293323793
chr4:179734204-179734221,0.06711605610248839,0.0346544284491414,0.1364249130007712,-0.0021928007957944112
chr4:124468165-124468841,0.060811277804449705,0.018209298796282282,0.09722987539701428,0.02439268021188514
chr4:122343312-122343313,0.06179762382734695,0.016140681453856755,0.09407898673506046,0.02951626091963344
chr4:83808937-83808938,0.07703289055990481,0.02287680041713259,0.12278649139417,0.03127928972563963
chr4:113300446-113300822,0.06689721438071515,0.017022843705605053,0.10094290179192525,0.032851526969505045
chr4:1039554-1039555,0.040212052787960306,0.019125590808917396,0.0784632344057951,0.001960871170125514
chr4:187666302-187666799,0.0455992343114516,0.012853720954311537,0.07130667622007468,0.01989179240282853
chr4:32750186-32750187,0.07132337365415074,0.01819374135732043,0.1077108563687916,0.034935890939509884
chr4:190276895-190277077,0.05397913212591365,0.024805400078143202,0.10358993228220005,0.004368331969627243
chr4:140823752-140823753,0.04827160471041349,0.012678917200624645,0.07362943911166278,0.022913770309164198
chr4:167422794-167423599,0.05222931231678289,0.0176920630241126,0.0876134383650081,0.016845186268557688
chr4:173961344-173961345,0.8901118541968163,0.02163387566466106,0.9333796055261384,0.8468441028674941
chr4:149297469-149297470,0.9183435093686427,0.016212158547326633,0.9507678264632959,0.8859191922739895
